"WILAYA","Baladia","latitude","longitude"
"Mascara","El Guettana","35.4084352","-0.0524421"
"Mascara","Hachem","35.3754274","0.4909404"
"Mascara","El Keurt","35.3809268","0.0921516"
"Mascara","Mamounia","35.4247978","0.141363"
"Mascara","El Menaouer","35.528555","0.4340311"
"Mascara","Ferraguig","35.53306","0.15514"
"Mascara","Froha","35.3019892","0.1298954"
"Mascara","Gharrous","35.1248997","0.4464136"
"Mascara","Ghriss","35.2481745","0.1604511"
"Mascara","Guerdjoum","35.1799173","0.0712493"
"Mascara","Hacine","35.4572062","-0.0024555"
"Mascara","Khalouia","35.4618832","0.2976687"
"Mascara","Makdha","35.1721882","0.2972629"
"Mascara","Maoussa","35.3782884","0.2457041"
"Mascara","Mascara","35.3978385","0.2430195"
"Mascara","Matemor","35.3252902","0.213642"
"Mascara","Mocta Douz","35.6059715","-0.0456595"
"Mascara","Mohammadia","35.5892003","0.0670398"
"Mascara","Nesmoth","35.2544674","0.378734"
"Mascara","Oggaz","35.5621748","-0.2588196"
"Mascara","Oued El Abtal","35.4552913","0.687517"
"Mascara","Oued Taria","35.1178344","0.0886967"
"Mascara","Ras Ain Amirouche","35.6242444","-0.2129037"
"Mascara","Sedjerara","35.6299882","0.2132915"
"Mascara","Sehaîlia","35.4470807","0.3951191"
"Mascara","Sidi Abdeldjebar","35.4424207","0.5246833"
"Mascara","Sidi Abdelmoumen","35.6528372","0.0137958"
"Mascara","Sidi Boussaid","35.2906012","0.2971085"
"Mascara","Sidi Kada","35.3330973","0.3421545"
"Mascara","Sig","35.5305119","-0.1906822"
"Mascara","Tighennif","35.4143144","0.3292328"
"Mascara","Tizi","35.3161396","0.0739093"
"Mascara","Zahana","35.517616","-0.410225"
"Mascara","Zelmata","35.2910738","0.4762221"
"Ouargla","Aïn Beïda","35.7952839","7.3894346"
"Ouargla","El Borma","31.5948858","9.1635246"
"Ouargla","Hassi Ben Abdellah","32.0253808","5.469246"
"Ouargla","Hassi Messaoud","31.6957444","6.0604297"
"Ouargla","N'Goussa","32.1347902","5.315217"
"Ouargla","Ouargla","30.9980145","6.7664536"
"Ouargla","Rouissat","31.9239554","5.3498372"
"Ouargla","Sidi Khouiled","31.9786887","5.4190448"
"Oran","Aïn El Bia","35.8133273","-0.2871248"
"Oran","Ain El Kerma","35.6434497","-0.9765427"
"Oran","Ain Turk","36.3932061","3.8246043"
"Oran","Arzew","35.856348","-0.313678"
"Oran","Ben Freha","35.6937209","-0.4186546"
"Oran","Bethioua","35.805837","-0.267936"
"Oran","Bir El Djir","35.719874","-0.5675118"
"Oran","Boufatis","35.6791406","-0.4117684"
"Oran","Bousfer","35.7012331","-0.8103918"
"Oran","Boutlelis","35.5729399","-0.8998452"
"Oran","el ancer","35.6848518","-0.8699583"
"Oran","El Braya","35.6291461","-0.5191909"
"Oran","El Kerma","35.6186807","-0.5798446"
"Oran","Es Senia","35.6500999","-0.6241804"
"Oran","Gdyel","35.782484","-0.4241977"
"Oran","Hassi Ben Okba","35.726419","-0.4671047"
"Oran","Hassi Bounif","35.6912811","-0.4979622"
"Oran","Hassi Mefsoukh","35.8006933","-0.3765323"
"Oran","Mersat El Hadjadj","35.7948853","-0.1652125"
"Oran","Mers El Kebir","35.7277218","-0.7085452"
"Oran","Misserghin","35.6179905","-0.7343553"
"Oran","Oran","35.7032751","-0.6492976"
"Oran","Oued Tlelat","35.5519239","-0.4522604"
"Oran","Sidi BenYebka","35.8292874","-0.3934316"
"Oran","Sidi Chami","35.6579939","-0.5220152"
"Oran","Tafraoui","35.4830526","-0.5271427"
"El Bayadh","Arbaouat","33.0882649","0.5812401"
"El Bayadh","Boualem","33.7281417","1.5345064"
"El Bayadh","Bougtob","34.0405202","0.087067"
"El Bayadh","Brezina","33.0984038","1.2571394"
"El Bayadh","Cheguig","34.0856989","1.1484752"
"El Bayadh","Chellala","36.1070587","5.4328228"
"El Bayadh","El Bayadh","32.570303","1.1259581"
"El Bayadh","ELbnoud","32.3096365","0.2450916"
"El Bayadh","El Kheiter","34.1489752","0.0675861"
"El Bayadh","El Mehara","33.3131942","0.3645784"
"El Bayadh","Ghassoul","33.3765868","1.2038386"
"El Bayadh","Kef el Ahmar","33.8504062","0.6332841"
"El Bayadh","Kraakda","33.3211117","0.9596477"
"El Bayadh","Rogassa","34.0182474","0.9262211"
"El Bayadh","Sidi Tifour","33.7205714","1.6871133"
"El Bayadh","Stitten","33.7563995","1.2241683"
"Illizi","Bordj Omar Driss","28.1210578","6.820793"
"Illizi","Debdeb","29.966978","9.424233"
"Illizi","Illizi","27.8528505","7.8189636"
"Illizi","In Amenas","28.0386648","9.5761505"
"Bordj Bou Arreridj","Ben daoud","36.0515335","4.1723061"
"Bordj Bou Arreridj","El M'hir","36.1193837","4.3784879"
"Bordj Bou Arreridj","Haraza","36.1554527","4.2252617"
"Bordj Bou Arreridj","Ouled Sidi Brahim","35.3510379","4.1387382"
"Bordj Bou Arreridj","Aïn Taghrout","36.1314213","5.073804"
"Bordj Bou Arreridj","Aïn Tesra","36.0356718","5.0023381"
"Bordj Bou Arreridj","Bordj Bou Arreridj","36.1895875","5.3850285"
"Bordj Bou Arreridj","Belimour","35.9788763","4.8778836"
"Bordj Bou Arreridj","Bir Kasdali","36.1459099","5.0251351"
"Bordj Bou Arreridj","Bordj Ghedir","35.8991893","4.899182"
"Bordj Bou Arreridj","Bordj Zemoura","36.2677309","4.8411698"
"Bordj Bou Arreridj","Colla","36.2592711","4.6589437"
"Bordj Bou Arreridj","Djaafra","36.2922781","4.6628724"
"Bordj Bou Arreridj","El Euch","35.9474282","4.6873945"
"Bordj Bou Arreridj","El Achir","36.0632388","4.6294961"
"Bordj Bou Arreridj","El Annseur","36.0404413","4.8186386"
"Bordj Bou Arreridj","El Hammadia","35.978204","4.7474799"
"Bordj Bou Arreridj","El Main","36.3718336","4.7373985"
"Bordj Bou Arreridj","Ghilassa","35.8717154","4.9079329"
"Bordj Bou Arreridj","Hasnaoua","36.1526325","4.7967095"
"Bordj Bou Arreridj","Khelil","36.1791715","5.0259934"
"Bordj Bou Arreridj","El Ksour","33.2268183","6.0766056"
"Bordj Bou Arreridj","Medjana","36.1311024","4.669174"
"Bordj Bou Arreridj","Ouled Brahem","35.896618","5.0804017"
"Bordj Bou Arreridj","Ouled Dahmane","36.2214871","4.7701878"
"Bordj Bou Arreridj","Rabta","35.9101108","4.7830133"
"Bordj Bou Arreridj","Ras El Oued","35.9445677","5.0319396"
"Bordj Bou Arreridj","Sidi Embarek","36.1024159","4.9079193"
"Bordj Bou Arreridj","Adrar Tefreg","36.3299203","4.7083533"
"Bordj Bou Arreridj","Taglait","35.7719161","5.0011451"
"Bordj Bou Arreridj","Tassamert","36.2580277","4.8243593"
"Bordj Bou Arreridj","Teniet Ennasr","36.2312373","4.6016536"
"Bordj Bou Arreridj","Tixter","36.0467068","5.0820352"
"Boumerdes","Afir","36.8423443","3.9871505"
"Boumerdes","Ammal","36.6333486","3.5913032"
"Boumerdes","Baghlia","36.7959552","3.8675211"
"Boumerdes","Ben Choud","36.8641433","3.8801313"
"Boumerdes","Beni Amrane","36.6678481","3.5918611"
"Boumerdes","Bordj Menaiel","36.7432364","3.7175665"
"Boumerdes","Boudouaou","36.727203","3.408382"
"Boumerdes","Boudouaou El Bahri","36.7721989","3.4044018"
"Boumerdes","Boumerdes","36.7358032","3.6163046"
"Boumerdes","Bouzegza Keddara","36.6250914","3.4807733"
"Boumerdes","Chaabet El Ameur","36.6344133","3.6790599"
"Boumerdes","Corso","36.7547423","3.4433833"
"Boumerdes","Dellys","36.915798","3.913104"
"Boumerdes","Djinet","36.8779905","3.720138"
"Boumerdes","Kharrouba","35.9753974","0.1084743"
"Boumerdes","Hammadi","36.6808826","3.2579838"
"Boumerdes","Isser","36.6935557","3.6915459"
"Boumerdes","Khemis El Khechna","36.6505384","3.3317211"
"Boumerdes","Larbatache","36.6368081","3.3718774"
"Boumerdes","Leghata","36.7478208","3.6847446"
"Boumerdes","Naciria","36.7471933","3.836858"
"Boumerdes","Ouled Aissa","29.4235586","-0.0891357"
"Boumerdes","Ouled Haddadj","36.7100229","3.335038"
"Boumerdes","Ouled Moussa","36.6857409","3.3642924"
"Boumerdes","Si Mustapha","36.7244199","3.6181943"
"Boumerdes","Sidi Daoud","36.8567267","3.8581586"
"Boumerdes","Souk El Had","35.9567316","1.2462755"
"Boumerdes","Taourga","36.7935601","3.9500124"
"Boumerdes","Thenia","36.724986","3.556935"
"Boumerdes","Tidjelabine","36.7321389","3.4956358"
"Boumerdes","Timezrit","36.6155736","4.7683245"
"Boumerdes","Zemmouri","36.7864064","3.6012209"
"El Tarf","Aïn El Assel","36.7865309","8.3825736"
"El Tarf","Ain El Kerma","35.6434497","-0.9765427"
"El Tarf","Asfour","36.7452595","4.1365818"
"El Tarf","Ben M'Hidi","36.7704579","7.9053142"
"El Tarf","Berrihane","36.8376854","8.1257847"
"El Tarf","Besbes","34.1650307","4.9990113"
"El Tarf","Bougous","36.6582252","8.3707314"
"El Tarf","Bouhadjar","36.5034174","8.1060862"
"El Tarf","Bouteldja","36.7855823","8.1990268"
"El Tarf","Chbaita Mokhtar","36.755843","7.7407291"
"El Tarf","Chefia","36.6597886","8.1068702"
"El Tarf","Chihani","36.6473548","7.7780261"
"El Tarf","Drean","36.6851201","7.7470888"
"El Tarf","Echatt","36.8303087","7.8727514"
"El Tarf","El Aioun","36.826658","8.6013044"
"El Tarf","El Kala","36.8953504","8.4420993"
"El Tarf","El Tarf","36.6713563","8.070134"
"El Tarf","Hammam Beni Salah","36.5193221","8.035929"
"El Tarf","Lac des Oiseaux","36.7759247","8.1185433"
"El Tarf","Oued Zitoun","36.4666104","8.0576006"
"El Tarf","Raml Souk","36.7878718","8.5351897"
"El Tarf","Souarekh","36.8823518","8.5660285"
"El Tarf","Zerizer","36.7290901","7.8926834"
"El Tarf","Zitouna","36.9888886","6.4592299"
"Tindouf","Oum el Assel","28.6144725","-6.9804945"
"Tindouf","Tindouf","27.543907","-6.2400539"
"Tissemsilt","Ammari","35.6145964","1.6524176"
"Tissemsilt","Beni Chaib","35.8196752","1.7982027"
"Tissemsilt","Beni Lahcene","35.8130873","1.6894704"
"Tissemsilt","Bordj Bounaama","35.8505025","1.6170851"
"Tissemsilt","Bordj El Emir Abdelkader","35.8222005","2.23692"
"Tissemsilt","Boucaid","35.8902865","1.6184584"
"Tissemsilt","Khemisti","36.625387","2.6797524"
"Tissemsilt","Larbaa","35.3545416","6.1410784"
"Tissemsilt","Lardjem","35.7480295","1.5480772"
"Tissemsilt","Laayoune","35.6952698","1.9974852"
"Tissemsilt","Lazharia","35.9352724","1.5605654"
"Tissemsilt","Maacem","35.6588707","1.5531468"
"Tissemsilt","Melaab","35.7125865","1.3328353"
"Tissemsilt","Ouled Bessam","35.6854025","1.8646423"
"Tissemsilt","Sidi Abed","35.7447621","1.7058743"
"Tissemsilt","Sidi Boutouchent","35.8252662","1.9492713"
"Tissemsilt","Sidi Lantri","35.6936399","1.5032488"
"Tissemsilt","Sidi Slimane","33.2887118","6.0930322"
"Tissemsilt","Tamelaht","33.0090644","6.0098295"
"Tissemsilt","Theniet El Had","35.8739691","2.0240828"
"Tissemsilt","Tissemsilt","35.7858975","1.8340957"
"Tissemsilt","Youssoufia","35.9492376","2.1117736"
"El Oued","Bayadha","33.3278311","6.8885733"
"El Oued","Beni Guecha","34.2057171","7.616508"
"El Oued","Debila","33.5059503","6.9376019"
"El Oued","Douar El Ma","33.3738476","7.6857696"
"El Oued","El Ogla","33.2465995","6.9460807"
"El Oued","El Oued","33.215441","7.1553214"
"El Oued","Guemar","33.4916197","6.7977914"
"El Oued","Hamraia","34.1103311","6.2299381"
"El Oued","Hassani Abdelkrim","33.4771663","6.8948804"
"El Oued","Hassi Khelifa","33.5630338","6.9953023"
"El Oued","Kouinine","33.4037855","6.8264542"
"El Oued","Magrane","33.5625599","6.930939"
"El Oued","Mih Ouensa","33.1995461","6.7096899"
"El Oued","Nekhla","33.2763121","6.9515739"
"El Oued","Oued El Alenda","33.2308061","6.7613731"
"El Oued","Ourmes","33.4044906","6.7790307"
"El Oued","Reguiba","33.5653009","6.7114196"
"El Oued","Robbah","33.2894337","6.9040129"
"El Oued","Sidi Aoun","33.5414102","6.9050537"
"El Oued","Taghzout","33.4754769","6.7998514"
"El Oued","Talib Al Arabi","33.7294949","7.521318"
"El Oued","Trifaoui","33.4238638","6.9361244"
"Khenchela","Ain Touila","35.4422881","7.465187"
"Khenchela","Babar","35.1688559","7.1054786"
"Khenchela","Baghaï","35.5232847","7.1140725"
"Khenchela","Bouhmama","35.3188013","6.7466351"
"Khenchela","Chechar","35.0383313","7.0042609"
"Khenchela","Chelia","36.2439268","6.6812094"
"Khenchela","Djellal","34.9203504","6.8943348"
"Khenchela","El Hamma","35.6845243","5.3862787"
"Khenchela","El Mahmal","35.3751785","7.2115567"
"Khenchela","El Oueldja","36.088243","5.9221989"
"Khenchela","Ensigha","35.3960059","7.1427291"
"Khenchela","Kais","35.4956337","6.9235555"
"Khenchela","Khenchela","34.9133455","6.9059431"
"Khenchela","Khirane","34.9979402","6.7614136"
"Khenchela","M'ssara","36.2920421","2.9445642"
"Khenchela","M'Toussa","35.5990705","7.2458461"
"Khenchela","Ouled Rechache","35.2972988","7.3548369"
"Khenchela","Remila","36.6268183","4.7275343"
"Khenchela","Tamza","35.2514688","6.9973328"
"Khenchela","Taouzient","35.5107604","6.8087111"
"Khenchela","Yabous","35.407649","6.6416748"
"Souk Ahras","Aïn Soltane","36.2483226","2.2973227"
"Souk Ahras","Ain Zana","36.4018987","8.2093288"
"Souk Ahras","Bir Bouhouche","36.0142141","7.4290603"
"Souk Ahras","Drea","36.1222482","7.8838947"
"Souk Ahras","Haddada","36.1842776","8.2724383"
"Souk Ahras","Hanancha","36.2603074","7.7930747"
"Souk Ahras","Kheddara","36.2941847","8.2581363"
"Souk Ahras","Khemissa","36.1948087","7.6514541"
"Souk Ahras","Mechroha ","36.3348865","7.9015494"
"Souk Ahras","M'daourouch","36.0773091","7.8212383"
"Souk Ahras","Merahna","36.1978548","8.1556144"
"Souk Ahras","Oued Kebrit","35.9229948","7.917529"
"Souk Ahras","Ouled Driss","36.3574912","8.0255425"
"Souk Ahras","Ouled Moumen","36.3402803","8.3163387"
"Souk Ahras","Oum El Adhaim","36.0282758","7.6040482"
"Souk Ahras","Ouillen","36.2277726","8.065158"
"Souk Ahras","Ragouba","36.1282719","7.6714933"
"Souk Ahras","Safel El Ouiden","35.9296248","7.4940406"
"Souk Ahras","Sedrata District","36.1467205","7.546656"
"Souk Ahras","Sidi Fredj","36.1530958","8.1952696"
"Souk Ahras","Souk Ahras","36.1378681","7.8262426"
"Souk Ahras","Taoura","36.167061","8.042039"
"Souk Ahras","Terraguelt","35.8842976","7.5980674"
"Souk Ahras","Tiffech","36.1906399","7.7858197"
"Souk Ahras","Zaarouria","36.1920248","7.9579293"
"Souk Ahras","Zouabi","36.122168","7.3983935"
"Tipaza","Aghbal","35.4561795","-0.6186542"
"Tipaza","Ahmar El Aïn","36.5012961","2.5716532"
"Tipaza","Aïn Tagourait","36.6027844","2.6090961"
"Tipaza","Attatba","36.5730416","2.6766452"
"Tipaza","Beni Milleuk","36.4444593","1.7172136"
"Tipaza","Bouharoun","36.6258697","2.6560201"
"Tipaza","Bou Ismaïl","36.642758","2.6899362"
"Tipaza","Bourkika","36.4942993","2.4775236"
"Tipaza","Chaiba","36.8276943","7.7189892"
"Tipaza","Cherchell","36.6075021","2.1901982"
"Tipaza","Damous","36.5487451","1.705542"
"Tipaza","Douaouda","36.6737396","2.7900902"
"Tipaza","Fouka","36.6615638","2.742117"
"Tipaza","Gouraya","36.5718933","1.9059603"
"Tipaza","Hadjout","36.5121198","2.4142888"
"Tipaza","Hadjret Ennous","36.5740991","2.0537607"
"Tipaza","Khemisti","36.625387","2.6797524"
"Tipaza","Kolea","36.6373657","2.769126"
"Tipaza","Larhat","36.5561517","1.8024096"
"Tipaza","Menaceur","36.4939641","2.2439051"
"Tipaza","Merad","36.4763774","2.4272954"
"Tipaza","Messelmoun","36.5626559","2.0022623"
"Tipaza","Nador","36.5693907","2.3935492"
"Tipaza","Sidi Ghiles","36.5833351","2.1224482"
"Tipaza","Sidi Rached","36.5625526","2.5324546"
"Tipaza","Sidi Semiane","36.4998942","2.066288"
"Tipaza","Sidi Amar","36.5424676","2.3058921"
"Tipaza","Tipaza","36.5272742","2.1683687"
"Mila","Ahmed Rachedi","36.3930823","6.1302197"
"Mila","Aïn Beida Harriche","36.3959678","5.8941024"
"Mila","Aïn Mellouk","36.2764609","6.1752861"
"Mila","Aïn Tinn","36.3978508","6.3240868"
"Mila","Amira Arres","36.5379239","6.064516"
"Mila","Benyahia Abderrahmane","36.2158595","6.0103474"
"Mila","Bouhatem","36.3043191","6.0120695"
"Mila","Chelghoum Laïd","36.1605629","6.1673286"
"Mila","Chigara","36.5602361","6.2247181"
"Mila","Derrahi Bousselah","36.3119325","5.9292319"
"Mila","El Ayadi Barbes","36.4357774","5.8197886"
"Mila","El Mechira","36.0144775","6.2388792"
"Mila","Ferdjioua","36.4073812","5.9419603"
"Mila","Grarem Gouga","36.5152648","6.3261322"
"Mila","Hamala","36.571449","6.3391852"
"Mila","Mila","36.2502135","6.1652163"
"Mila","Minar Zarza","36.5344008","5.9115909"
"Mila","oued athmania","36.2469138","6.2931745"
"Mila","Oued Endja","36.4296241","6.1218697"
"Mila","Oued Seguen","36.1811194","6.3883093"
"Mila","Ouled Khellouf","36.0564309","6.1275176"
"Mila","Rouached","36.4581588","6.0391589"
"Mila","Sidi Khelifa","36.349967","6.2997369"
"Mila","Sidi Merouane","36.5396818","1.3400311"
"Mila","Tadjenanet","36.1192994","5.9857948"
"Mila","Tassadane Haddada","36.5016155","5.8787288"
"Mila","Teleghma","36.1180204","6.3581086"
"Mila","Terrai Bainen","36.549944","6.1384689"
"Mila","Tassala Lemtai","36.5693012","5.9884624"
"Mila","Tiberguent","36.4102657","6.041311"
"Mila","Yahia Beni Guecha","36.3907169","5.9940093"
"Mila","Zeghaïa","36.46938","6.17689"
"Ain Defla","Ain Benian","36.7938857","2.9277705"
"Ain Defla","Ain Bouyahia","36.2878137","1.7658713"
"Ain Defla","Aïn Defla","36.1586843","2.0842817"
"Ain Defla","Ain Lechiakh","36.1220983","2.4054963"
"Ain Defla","Aïn Soltane","36.2483226","2.2973227"
"Ain Defla","Ain Torki","36.3327234","2.3025277"
"Ain Defla","Arib","36.2919441","2.0683322"
"Ain Defla","Birbouche","36.1115707","2.4965145"
"Ain Defla","Bathia","35.9159891","1.8400969"
"Ain Defla","Belaas","35.9825995","1.8510081"
"Ain Defla","Ben Allel","36.311118","2.1639492"
"Ain Defla","Bir Ouled Khelifa","36.1807064","2.2276595"
"Ain Defla","Bordj Emir Khaled","36.1200332","2.2045088"
"Ain Defla","Boumedfaa","36.3700317","2.4732963"
"Ain Defla","Bourached","36.16983","1.9321167"
"Ain Defla","Djelida","36.2027341","2.0795157"
"Ain Defla","Djemaa Ouled Cheikh","36.0770321","2.0045972"
"Ain Defla","Djendel","36.2192263","2.4153796"
"Ain Defla","El Abadia","36.2750279","1.6854432"
"Ain Defla","El Amra","36.3050171","1.8482739"
"Ain Defla","El Attaf","36.2244328","1.6725159"
"Ain Defla","El Maine","36.0507861","1.7574583"
"Ain Defla","Hammam Righa","36.3827173","2.4009305"
"Ain Defla","El Hassania","35.9468655","1.9168514"
"Ain Defla","Hoceinia","36.3099757","2.397241"
"Ain Defla","Khemis Milana","36.2601716","2.2196633"
"Ain Defla","Mekhatria","36.3025793","1.9597495"
"Ain Defla","Miliana","36.3047698","2.226821"
"Ain Defla","oued chorfa","36.1655491","2.5546056"
"Ain Defla","Oued El Djemaa","35.7959797","0.6816434"
"Ain Defla","Rouina","36.2448216","1.8055909"
"Ain Defla","Sidi Lakhdar","36.2656357","2.1617628"
"Ain Defla","Tacheta Zoughagha","36.3751106","1.6134371"
"Ain Defla","Tarik Ibn Ziad","35.9886074","2.1444273"
"Ain Defla","Tiberkanine","36.1746084","1.6274197"
"Ain Defla","Zeddine","36.1562103","1.8201697"
"Naama","Ain Ben Khelil","33.287927","-0.762427"
"Naama","Ain Sefra","32.7568151","-0.577859"
"Naama","Assela","32.9999816","-0.0748682"
"Naama","Djeniene Bourezg","32.3725656","-0.8044918"
"Naama","El Biod","33.7636135","-0.1306774"
"Naama","Kasdir","33.7094366","-1.358688"
"Naama","Makman Ben Ammar","33.7192324","-0.7272317"
"Naama","Mecheria","33.5428415","-0.2750524"
"Naama","Moghrar","32.5149231","-0.5761147"
"Naama","Naâma","33.2336851","-0.8151958"
"Naama","Sfissifa","32.7274215","-0.860422"
"Naama","Tiout","32.7750253","-0.4136828"
"Ain Temouchent","Aghlal","35.2010513","-1.0689876"
"Ain Temouchent","Ain El Arbaa","35.4058264","-0.8811572"
"Ain Temouchent","Ain Kihal","35.1972618","-1.2005876"
"Ain Temouchent","Ain Temouchent","35.3650471","-0.9452807"
"Ain Temouchent","Ain Tolba","36.1036508","7.5831726"
"Ain Temouchent","Aoubellil","35.135659","-0.9929416"
"Ain Temouchent","Beni Saf","35.3025458","-1.382036"
"Ain Temouchent","Bouzedjar","35.5802687","-1.14895"
"Ain Temouchent","Chaabet El Leham","35.3367018","-1.1020618"
"Ain Temouchent","Chentouf","35.3043747","-1.0291377"
"Ain Temouchent","El Amria","35.5248267","-1.0145245"
"Ain Temouchent","Maleh","35.5292053","5.4748821"
"Ain Temouchent","El Messaid","35.5432729","-1.121375"
"Ain Temouchent","Emir Abdelkader","36.7546904","5.8443228"
"Ain Temouchent","Hammam Bou Hadjar","35.3790296","-0.9711585"
"Ain Temouchent","Hassasna","35.273896","-0.9892456"
"Ain Temouchent","Hassi El Ghella","35.4548282","-1.0546776"
"Ain Temouchent","Oued Berkeche","35.2198549","-0.9846761"
"Ain Temouchent","Oued Sebbah","35.3748771","-0.8102028"
"Ain Temouchent","Ouled Boudjemaa","35.4718663","-1.1926145"
"Ain Temouchent","Ouled Kihal","35.3685532","-1.2348973"
"Ain Temouchent","Oulhaça El Gheraba","35.2332708","-1.505403"
"Ain Temouchent","Sidi Ben Adda","35.3042768","-1.1815248"
"Ain Temouchent","Sidi Boumediene","35.353319","-0.8934586"
"Ain Temouchent","Sidi Safi","35.279924","-1.3137781"
"Ain Temouchent","Tamzoura","35.4111211","-0.6582825"
"Ain Temouchent","Terga","35.4181247","-1.1795794"
"Tlemcen","Hassi Fehal","31.605285","3.6742627"
"Ghardaia","Berrihane","36.8376854","8.1257847"
"Ghardaia","Bounoura","32.4856037","3.7049786"
"Ghardaia","Dhayet Bendhahoua","32.5348228","3.6082436"
"Ghardaia","El Atteuf","32.476746","3.7471239"
"Ghardaia","El Menia","30.7071885","3.0480625"
"Ghardaia","Ghardaia","32.440827","3.5618209"
"Ghardaia","El Guerrara","32.7694359","4.5605514"
"Ghardaia","Hassi Gara","30.5574275","2.8984311"
"Ghardaia","Metlili","32.2605169","3.6259116"
"Ghardaia","Sebseb","32.1674106","3.587195"
"Ghardaia","Zelfana","32.3936629","4.2268033"
"Relizane","Ain Rahma","35.6237721","0.393045"
"Relizane","Ain Tarik","35.781388","1.1302226"
"Relizane","Ammi Moussa","35.8702048","1.1081265"
"Relizane","Belassel Bouzegza","35.8211586","0.4905896"
"Relizane","Bendaoud","35.7191834","0.5198795"
"Relizane","Beni Dergoun","35.7933416","0.801238"
"Relizane","Beni Zentis","36.1115307","0.6639245"
"Relizane","dar ben abdellah","36.837233","6.6349437"
"Relizane","Djidiouia","35.9336395","0.8266576"
"Relizane","El Hassi","35.7804724","5.9503611"
"Relizane","El Hamadna","35.9062679","0.7761842"
"Relizane","El Oueldja","36.088243","5.9221989"
"Relizane","El Guettar","36.0879043","0.8168474"
"Relizane","El Matmar","35.7309261","0.4611475"
"Relizane","Had Echkalla","35.6805929","1.1375791"
"Relizane","Hamri","36.0188911","0.6895328"
"Relizane","Kalaa","35.5817849","0.3285197"
"Relizane","Lahlef","35.8932512","0.9795402"
"Relizane","Mazouna","36.1262742","0.8801926"
"Relizane","Mediouna","36.1246927","0.7483582"
"Relizane","Mendes","35.6507899","0.8644816"
"Relizane","Merdja Sidi Abed","36.0017883","1.0074682"
"Relizane","Ouarizane","36.0444332","0.8959531"
"Relizane","Oued El Djemaa","35.7959797","0.6816434"
"Relizane","Oued Essalem","35.5798979","0.9252497"
"Relizane","Oued Rhiou","35.9607535","0.9180664"
"Relizane","Ouled Yaïch","35.8032888","0.971754"
"Relizane","Ouled Sidi Mihoub","35.9738265","0.6927849"
"Relizane","Ramka","35.8669131","1.2836132"
"Relizane","Relizane","35.8363185","0.9118537"
"Relizane","Sidi Khettab","35.9105034","0.5113687"
"Relizane","Sidi Lazreg","35.6459245","0.7790301"
"Relizane","Sidi M'Hamed Ben Ali","36.1433373","0.8442389"
"Relizane","Sidi M'Hamed Benaouda","35.6032636","0.5903252"
"Relizane","Sidi Saada","35.675994","0.3414394"
"Relizane","Souk El Had","35.9567316","1.2462755"
"Relizane","Yellel","35.7217352","0.3571077"
"Relizane","Zemmoura","36.2544936","4.8466147"
"Timimoun","Aougrout","28.7074429","0.3406103"
"Timimoun","Charouine","29.0186064","-0.2585993"
"Timimoun","Deldoul","34.2053737","3.2543067"
"Timimoun","Ksar Kaddour","29.578491","0.3739728"
"Timimoun","Metarfa","28.5890013","-0.1499377"
"Timimoun","Ouled Aissa","29.4235586","-0.0891357"
"Timimoun","Ouled Said","36.2562598","5.4436309"
"Timimoun","Talmine","29.3296013","-0.4986259"
"Timimoun","Timimoune","30.0244725","0.8485979"
"Timimoun","Tinerkouk","30.461939","1.3611996"
"Bordj Badji Mokhtar","Bordj Badji Mokhtar","22.6261461","0.1275817"
"Bordj Badji Mokhtar","Timiaouine","20.4339578","1.8101265"
"Ouled Djellal","Besbes","34.1650307","4.9990113"
"Ouled Djellal","Chaiba","36.8276943","7.7189892"
"Ouled Djellal","Daoussen","34.5975449","5.1029298"
"Ouled Djellal","Ouled Djellal","34.104904","4.8203009"
"Ouled Djellal","Ras El Miaad","34.1742626","4.4691596"
"Ouled Djellal","Sidi Khaled","34.3915907","5.0005177"
"Beni Abbes","Beni Abbes","29.083202","-2.659006"
"Beni Abbes","Beni Ikhlef","29.575025","-1.6096867"
"Beni Abbes","Al Wata","29.8608014","-1.8496314"
"Beni Abbes","Igli","30.4528493","-2.2908264"
"Beni Abbes","Kerzaz","29.4516146","-1.4165298"
"Beni Abbes","Ksabi","29.1270304","-0.9856597"
"Beni Abbes","Ouled Khoudir","29.2565086","-1.0596458"
"Beni Abbes","Tamtert","29.9091728","-1.8894569"
"Beni Abbes","Timmoudi","29.321336","-1.1288101"
"In Salah","Ain Salah","36.1911092","6.3281981"
"In Salah","Foggaret Ezzaouia","27.3587307","2.8488652"
"In Salah","In Ghar","27.1018319","1.9065264"
"In Guezzam","Ain Guezzam","19.5558922","5.7733494"
"Touggourt","Benaceur","33.1105213","6.4421107"
"Touggourt","Blidet Amor","32.9417127","5.9744271"
"Touggourt","El Allia","32.6971008","5.4258631"
"Touggourt","El Hadjira","32.6130464","5.5152002"
"Touggourt","Magarine","33.1930214","6.0932032"
"Touggourt","M'Naguer","33.1267306","6.3527057"
"Touggourt","Nezla","33.0960188","6.0630525"
"Touggourt","Sidi Slimane","33.2887118","6.0930322"
"Touggourt","Taibet","33.0829494","6.399809"
"Touggourt","Tebesbest","33.115308","6.0818339"
"Touggourt","Tamacine","33.0104035","6.012687"
"Touggourt","Touggourt","32.9825197","6.2354432"
"Touggourt","Zaouia El Abidia","33.1328718","6.082352"
"Djanet","Bordj El Haouas","24.8785596","8.4429548"
